smiles,SubstructureMatches,Min_N_O_filter,Frac_N_O,Covalent,SpecialMol,SeverityScore,SeverityComment
CC(O)CNC12C=CC(C)(N)C1(N)C2C,no match,no match,0.26666666666666666,0,0,0,CLEAR
CC(C)C(N)CC1=CC(O)=CC(=O)C(=N1)C#N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1C(O)CCCC2OCC1(O)C1CNC2C1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCNCCN1C=C(NC1=N)C(O)CCNC,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1C(O)C(CN)C(C#N)C2=CNC(=O)N=C12,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1C2CNCC1(N1N=CC(O)=C21)C(F)(F)F,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1OC2=C(ON=C2)C1C1=CNC=C1NC=O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCCC1(C)C2C(NC)C(=CC12O)S(N)(=O)=O,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1=CCCC11CC1CCC1CCNC1,no match,no match,0.06666666666666667,0,0,0,CLEAR
CC1NC2CCCC1C(C)C21OC(=O)CC1=O,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC(C)(O)C(CO)CC(O)CC(O)C(=O)CO,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1=C(N)NC(=N1)C(N)C1=NOC(=N)C=C1N,no match,no match,0.47058823529411764,0,0,0,CLEAR
CC1NCCC(C)(O)CNCC2COC1CN2,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCCC(C)(CNC)CN1C=CSC(=O)C1=N,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1CC2CC2C=C1C1CCC(CC#N)C1,no match,no match,0.0625,0,0,0,CLEAR
CC12CC(N1)C=CC(N)CC(C)(CO)C2N,no match,no match,0.25,0,0,0,CLEAR
CC(CN)OC1=C2C(=N)C(N)=CC2=C(C)C1=N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCC(CCCCN1C=NC(C)C1C)COC,no match,no match,0.17647058823529413,0,0,0,CLEAR
CCC12C3OCC4=CC(CCC1N)C2(C)C34,no match,no match,0.125,0,0,0,CLEAR
CCC(N)C1(O)CC(O)(CN)C2=CC=CC=C12,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC(OC)C1(COCC2CC1CO2)C(C)N,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1C2CCC1(C)CC1=CC(OC1(C)C)O2,no match,no match,0.125,0,0,0,CLEAR
CCC1C2CN(CCOC(CN1C=O)=N2)C=O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCC1(O)CN=CNCC2(N)CNCC1C2O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1C=CC(=O)CCN(C=O)C2CS(=O)(=O)C12,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1C2C(O)C(=O)CN2C2CCC2CC1=O,no match,no match,0.25,0,0,0,CLEAR
CC1CC2(N)CC(O)(CN1)C(C)C=CC=C2,no match,no match,0.1875,0,0,0,CLEAR
CN1CC2C(O)C(N)(C1)C1(COC=N1)C2(C)N,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCCOC1=CN=C2SN=CC(=N)C2=C1O,no match,no match,0.3125,0,0,0,CLEAR
CCC12CCCC3=CN=C(C)C(CC(C)O1)=C23,no match,no match,0.11764705882352941,0,0,0,CLEAR
CCNC1=COC=C1CN1N=C(C)C=C1C#N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC#CC1CN=C2OCC(C)(C)C=CN12,no match,no match,0.2,0,0,0,CLEAR
CCC1(O)CN(C)C2(CC1(C)CCC2O)C#N,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1CN2C=NC(CN)C2C=C(C)C1N,no match,no match,0.26666666666666666,0,0,0,CLEAR
CC(C)C(=O)C1(CNC2CCCC12O)N(C)C,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC(C(CN)OC=O)C1=C(Br)ON=C(O)C1=N,no match,no match,0.4117647058823529,0,0,0,CLEAR
CCC1(C)N(C)C2=C(NN=CC2=NO)C1=O,no match,no match,0.375,0,0,0,CLEAR
CCC1OC2C=C3CNCC3C(O)C1C2=O,no match,no match,0.25,0,0,0,CLEAR
CC(O)C1CC=C2C(N1)C(N(C)C)C2(C)C,no match,no match,0.1875,0,0,0,CLEAR
CC(O)C1(C=CCC=CC2C(O)C12)C(C)=O,no match,no match,0.1875,0,0,0,CLEAR
CC1C2CNCC3=C(OC=C3)C1(C)OC(=O)O2,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCC(C)(N)C(NC)C1=C(Br)N=C(O)C(=O)S1,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1=CC2C3=C1C=CN3S(=O)(=O)C1CC1C2=O,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1OC2C=CCOC1C2(N)C1=CC=NO1,no match,no match,0.3125,0,0,0,CLEAR
CCCC(CC(O)C(C)C#C)C1=C(O)ON=C1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1(C#N)C2CNCC1C1(O)C(COC1=O)O2,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCCC1(C)NC2CCC(C2)C1CNC(C)=O,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC1(O)CNC2=C(C=C(Br)C(=N)N2)C(C)(N)C1,no match,no match,0.29411764705882354,0,0,0,CLEAR
ClC1=NC=CC2=C1C=C1CC3OCC=C3N21,no match,no match,0.1875,0,0,0,CLEAR
CC(N)C1C(=O)OCC2(N)CCCC12N=CN,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1CC2C3OCC3(CO)C1NC2CO,no match,no match,0.26666666666666666,0,0,0,CLEAR
CC1NC(C2OCC1C2C(O)=O)C(C)(C)C,no match,no match,0.25,0,0,0,CLEAR
CCCC1=C(F)C=C(O)C2=C(NCC)OC=C12,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC1C2C(=O)CNC1(C)CC2(C)CC(O)C#C,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC1CC2OC(=O)C=CC(O)(CC3CC23)C1,no match,no match,0.1875,0,0,0,CLEAR
CC1CCC2=CN=C(CN)N2CCOCC1O,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCC1(C=CN2N=CC3=C2C1=CS3)C(C)O,no match,no match,0.1875,0,0,0,CLEAR
CC1=NC(O)=C2NC=NC=CN=C(O)C2=C1Br,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1CC(N)C2OC3C4CN(CC4(C)C)C123,no match,no match,0.1875,0,0,0,CLEAR
CC(C)(O)CC12OCC(OC1=O)C2(O)CN,no match,no match,0.375,0,0,0,CLEAR
CCC1(COC)NCCC1(C)C1CC(C)CO1,no match,no match,0.17647058823529413,0,0,0,CLEAR
CCNC(CNC(C)=O)C1OC(C)CCC1=O,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC12CCC(C)(O)COC(O1)C1CC2(N)CO1,no match,no match,0.29411764705882354,0,0,0,CLEAR
C1OCC23C4C(OC4C4N=CNC24)C=C13,no match,no match,0.26666666666666666,0,0,0,CLEAR
CC(N)CC1CCC2(C1)C(C)C2(O)CC#N,no match,no match,0.1875,0,0,0,CLEAR
CCCC1(CNC1)N=C1NC(=O)C=C(N)O1,no match,no match,0.375,0,0,0,CLEAR
CN1C=C2C(NC3=C2OC(C)=N3)=C1C(N)C#N,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC(C)N=C1NC2=C(O1)OC(C)(C)OC(C)=N2,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1(NC=O)C2CN(C=O)C1C(C)(O)CNC2,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1NC2CCCCCC2(O)C1(O)CNC=O,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1NCC1(C)C1=C(O)SC(=O)C(N)=C1,no match,no match,0.26666666666666666,0,0,0,CLEAR
CC(N)CC(=O)N(C)C1(C)COC(=NC1)C#N,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1CC2C(CC1O)OCC1=CC(=O)C=NN21,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCC1=C2C3CC3NC2C(NC1)C(N)C#N,no match,no match,0.25,0,0,0,CLEAR
CC(C)C1CNC2C(CC(C)C12C(C)N)C#C,no match,no match,0.11764705882352941,0,0,0,CLEAR
CCOC(=O)C(C)C1=CN=C2CC(CN12)NC,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCCC(=O)CC(C)OC1CNCC1C(O)=O,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1=C2C3=C(C=NC3=C(O)O1)C=C(O)C=C2N,no match,no match,0.29411764705882354,0,0,0,CLEAR
C#CC1C2C=CC1C1=C(C=C2)N2CCC2=N1,no match,no match,0.125,0,0,0,CLEAR
CC12C(C(O)CC1=O)C1C(O)C(O)C2(O)C1O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCC1NC(C)C2(CCN)CC(C)OC=NC12,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1CC2CC(OC2CN)C(C)(N)C1CCN,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1C2CCCC(O)C2CC1(C)N1C=CN=N1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC1C2CNC1C(OC)C2NCCC(C)=O,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1C2C1C(N)C1COC(CC2CO)=NC1,no match,no match,0.25,0,0,0,CLEAR
CCC1CC2C(O1)C(C)(C)CNCC2(C)CN,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC1C=C2C(C#N)C(N)CC3=C(N)OC1=C23,no match,no match,0.25,0,0,0,CLEAR
CCC(O)C1C(C)C(CN)CN1C1CC1O,no match,no match,0.25,0,0,0,CLEAR
CC(O)CC1COCC1(C)C1(C)CC(N)CO1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCNCC12CCCC1(C)C(CC)(CO)NC2,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC(N)CCC1C(C)CN(C)C(=O)C1CCO,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC(=O)C(CO)(CC1(C)COCO1)N=CN,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC(CN)(CN)C1CCC(C)(N)CC(CO)C1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC(=O)CC(CO)C1CCOC2=C(N1)SN=N2,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1N=CNC2(C)C=CC=CC1C(C)=C2,no match,no match,0.13333333333333333,0,0,0,CLEAR
CC(C)C(=O)C1OC2=NCC(CO)C12C,no match,no match,0.26666666666666666,0,0,0,CLEAR
CCCC1CC2(CC)NC(=O)N(C)C2C1OC,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC1OC(=O)C(C)(C)NCC1(N)CC(C)N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCC(C)C1(C(C)O)C(C#C)C1(N)CC#C,no match,no match,0.125,0,0,0,CLEAR
CC1NCS(=O)(=O)N(C=N)C=C1COC1CC1,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCCC1(C)CCC2COC(=O)C(=O)C2(O)C1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC(CN)CC1CC2(C)NC(=O)CC2(O)C1,no match,no match,0.25,0,0,0,CLEAR
CCNC(C#C)(C(C)(C)CCOC)S(N)(=O)=O,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCC12C=CC(C)(O)C(CCN1C)C2N,no match,no match,0.2,0,0,0,CLEAR
CC1(N)C(CN)C2COC1(C2)C(CC#C)C#N,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1OCCCCC11CCOCC(O)C1CN,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1=CC(OCC2(C)NC3COC2C3=O)=NN1,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCC1COC11CC2(N)C=CC1(N)C2C,no match,no match,0.2,0,0,0,CLEAR
CCC1(C)C2(O)C3CC3(C)CC12CN,no match,no match,0.14285714285714285,0,0,0,CLEAR
CC1=C(N)N(C=C1)C1=CN=CC(N)=C1NC=O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCC1(O)C(CO)C2(C)CC(O)C1C(CN)O2,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC(C)(N)C1CN2CCOCC1(C)C2(C)C,no match,no match,0.1875,0,0,0,CLEAR
CC1C(O)C(CN)OC=NC2CCC(=O)N1C2,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1(CN)CCCCN=COC2=CC=C(N1)O2,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCC1(C)OCC(=CS(=O)(=O)NC1(C)C)C#N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1=C(N)N(CCO)C(NCC#C)=C1NC=O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC12C3CCC=C1CN2CC(C)(O)C3C#C,no match,no match,0.125,0,0,0,CLEAR
CCC1=CCC2C3(N)C(C)C(CCC123)OC,no match,no match,0.125,0,0,0,CLEAR
CC1=CNC=C2N=NC=CN2C(=O)N=C1,no match,no match,0.4,0,0,0,CLEAR
CC1=CCC2(N)C(CO)OCC1C2C#C,no match,no match,0.2,0,0,0,CLEAR
CC1=C2CC3C4C3(C)C(O)C(O)(C1)C24O,no match,no match,0.2,0,0,0,CLEAR
CC1C=C(C2C=C(CC#N)C(=O)N12)C(N)=O,no match,no match,0.3125,0,0,0,CLEAR
CC1N=CNCC1NCCN1C=C(O)C=C1O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1CNCC(C)N2CC1C2C(O)CCO,no match,no match,0.25,0,0,0,CLEAR
CN1CC2NCCC3CC(C)=C(C1=O)C23N,no match,no match,0.25,0,0,0,CLEAR
CCC(C)C1OC=NCC(=C1)C1NCC1=O,no match,no match,0.25,0,0,0,CLEAR
CC1(N)C(CCC(O)C1C(N)C#C)C(N)C#N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1CC(C#C)C2(CC(O)(CN12)C#C)C(C)=O,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC1CC2OC2(C#C)C(C)(CN)N1C,no match,no match,0.21428571428571427,0,0,0,CLEAR
CCCN(CC#C)C(CC1=NOC(C)=N1)C#N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1=CC23COCCC2CC3C=CC1(C)O,no match,no match,0.125,0,0,0,CLEAR
CC1COC(C)C2(N)C3C2C1CNC3C#N,no match,no match,0.25,0,0,0,CLEAR
CC(C)C(CCCO)CC(C)(C)C(C)N=CN,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC12CNCC1C1=C(N2)N(CCC#C)N=C1N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCC(C)N1CCCCC11CCC(O)COC1,no match,no match,0.17647058823529413,0,0,0,CLEAR
CC1NCC2(C)C(N)C3OCOC(=O)OC3C12,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCC1CCOC(=O)C(CCO)OC(=O)C1O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCCN=C1N=C(F)NN=C1NCC(C)NC,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1CC2C1N=COC21CCC(N)C1O,no match,no match,0.26666666666666666,0,0,0,CLEAR
CC1CC(C#N)C2(COCOC2)C(CO)C1N,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC(C)(N)C12CCC(O1)=NC1=C(CO2)OC=C1,no match,no match,0.29411764705882354,0,0,0,CLEAR
CN1C=C2CN3C(=N)OC=C3C2=C1OCCO,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC(CO)C1CNC2=C(OC(=N)C=C2Cl)N1C,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1OCC23CNCC2C32OCOC2C=C1,no match,no match,0.25,0,0,0,CLEAR
CCC1C(=O)OC(C)(C)CN=C2CCC1(C)O2,no match,no match,0.23529411764705882,0,0,0,CLEAR
C1NC2C3N=CNC3C2=CC2=CSN=C12,no match,no match,0.26666666666666666,0,0,0,CLEAR
CC12CC(C1)C(=CC2)S(=O)(=O)CCC(O)CO,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1CC(C)(O)C(CO)(CN1)N(C)CCCO,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC(O)(CO)C1C=CC(OC11CC1O)C#N,no match,no match,0.3125,0,0,0,CLEAR
CC12CC(N)C(CN)(CN1)CCC1CCOC21,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC1CC2CC1(O)C1CNC(COC)C2O1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC12CC(OC=NC1)C(OC)C=C2C#C,no match,no match,0.1875,0,0,0,CLEAR
CC1CC(O)C2CC(=O)C3=NC=NN3C(C)C12,no match,no match,0.29411764705882354,0,0,0,CLEAR
CN1C(C)=C2N=CN3CCC(=O)C(C)(C)C1=C23,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC(OC)(C(C)N)C1(CNC=NC1)C(N)=O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCNC1CC(CC1O)C1=C(C)CC(N)C1,no match,no match,0.1875,0,0,0,CLEAR
CCN=C1OCC(O)C1(NC=NCCO)C#C,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCC#CC12CN=CN1CC(C)C(O)C2,no match,no match,0.2,0,0,0,CLEAR
CC12CC(N1)C1=C(F)C=C(N=C1C=C2)C#C,no match,no match,0.125,0,0,0,CLEAR
CC1C2CCOC1CC(C)(N2)C(=O)C(N)=O,no match,no match,0.3125,0,0,0,CLEAR
CCC1=C(C(CN)C#N)C(C)=CC=CN=CN1,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC12C(COC1C(OC2C#C)C#C)NC,no match,no match,0.1875,0,0,0,CLEAR
CC12CCCC(NC1)C(O)(C#C)C(N)CCO2,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1=NSC(C(COC(CN)CN)C#N)=C1O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1OC=NCC2CC1C(O2)C1=NC(N)=CO1,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1CCOCC2C(C3COC=N3)C1CC2=O,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1CC2(N)CN1CCC21CCCN(C1)C=N,no match,no match,0.23529411764705882,0,0,0,CLEAR
CCC1CN=C2OC3=C(NC12)SC(=O)NC3=O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1(CC#C)C(N)CNC1C(O)C(=O)NC=N,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCC1C(C)NC2C3CC(NC3CO)C1C2=O,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1CC2NCC3=NNC=C3C1(O)C2O,no match,no match,0.3333333333333333,0,0,0,CLEAR
CC1NC2=CS(=O)(=O)C(O)CC12CC(O)=O,no match,no match,0.375,0,0,0,CLEAR
CC1=C2NC(CC#N)=CC(=O)C2=C(N1)C(O)=O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1=C(N=NN2C(=N)N=CC(F)=C2C1=N)C#C,no match,no match,0.35294117647058826,0,0,0,CLEAR
CCCC1=CC2CC1(O)C(N1CCC1)C2=O,no match,no match,0.1875,0,0,0,CLEAR
CCOC1CC2=C3C(CCC33OC13)OC2=O,no match,no match,0.25,0,0,0,CLEAR
CCC(C)CC1CN(C)CCC1C(C)CCO,no match,no match,0.11764705882352941,0,0,0,CLEAR
CC(O)C12CC(C)C(COC3OCC(=O)C13)O2,no match,no match,0.29411764705882354,0,0,0,CLEAR
CCN(C)C(=N)OCCC1(CN)OCCC1O,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1CC(C)C(C)C2NCC3(C)OC1C23,no match,no match,0.13333333333333333,0,0,0,CLEAR
CCCCC1(O)CNC2CC(C)OC1(C)C2N,no match,no match,0.23529411764705882,0,0,0,CLEAR
CC1C2(N)C(C#C)C1(O)C1C(C)CC(N)C21,no match,no match,0.1875,0,0,0,CLEAR
CCOC1CC(C)(N)C(C1C#N)N1C=CN=C1,no match,no match,0.29411764705882354,0,0,0,CLEAR
C1CC11C=CC2CCCN1C1=NNN=C1C2,no match,no match,0.25,0,0,0,CLEAR
CCOC(=N)NC1=CC=C(Br)C2=C1N(C)C=N2,no match,no match,0.29411764705882354,0,0,0,CLEAR
CC1COC2OCC(O)(CN)CNCC2(N)C1,no match,no match,0.35294117647058826,0,0,0,CLEAR
CC1CCC2=C(C)C3(N)C(N)C3(CO)C12O,no match,no match,0.25,0,0,0,CLEAR
CCN1C=NC(=O)C(O)=CC(CN)=COC1=O,no match,no match,0.4117647058823529,0,0,0,CLEAR
CC1C(C)C11C2CN=C(N)OC1(C)C=C2,no match,no match,0.2,0,0,0,CLEAR
